,TotalPop,Men,Women,Income,Poverty,Drive,Carpool,Walk,OtherTransp,WorkAtHome,Employed,Unemployment,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Borough,County_x,Hispanic,Black,Asian,White,Office,Construction,Production,Professional,Service,CensusTract,Latitude,Longitude,0
10533,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.5794974874,-73.8336180905,7.011579364165934
10534,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.5794974874,-73.8304522613,7.011579364165934
10535,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.5794974874,-73.8272864322,7.011579364165934
10536,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.5794974874,-73.824120603,7.011579364165934
10537,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.5794974874,-73.8209547739,7.011579364165934
10538,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.581758794,-73.8367839196,7.011579364165934
10539,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.581758794,-73.8336180905,7.011579364165934
10540,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.581758794,-73.8304522613,7.011579364165934
10541,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.581758794,-73.8272864322,7.011579364165934
10542,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.581758794,-73.824120603,7.011579364165934
10543,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.584020100500005,-73.8367839196,7.011579364165934
10544,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.584020100500005,-73.8336180905,7.011579364165934
10545,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.584020100500005,-73.8304522613,7.011579364165934
10546,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.584020100500005,-73.8272864322,7.011579364165934
10547,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.584020100500005,-73.824120603,7.011579364165934
10548,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.586281407,-73.8367839196,7.011579364165934
10549,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.586281407,-73.8336180905,7.011579364165934
10550,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.586281407,-73.8304522613,7.011579364165934
10551,5396,2714,2682,61742.0,8.7,31.9,3.3,4.4,1.4,2.3,1979,14.6,71.6,24.1,4.4,0.0,Queens,Queens,20.6,11.2,2.4,63.6,24.1,19.1,4.0,27.6,25.1,36081093800,40.586281407,-73.8272864322,7.011579364165934
10581,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5885427136,-73.8177889447,7.022806039448246
10582,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5885427136,-73.8146231156,7.022806039448246
10583,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5885427136,-73.8114572864,7.022806039448246
10584,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5885427136,-73.8082914573,7.022806039448246
10585,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5885427136,-73.8051256281,7.022806039448246
10586,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5908040201,-73.8177889447,7.022806039448246
10587,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5908040201,-73.8146231156,7.022806039448246
10588,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5908040201,-73.8114572864,7.022806039448246
10589,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5908040201,-73.8082914573,7.022806039448246
10590,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5908040201,-73.8051256281,7.022806039448246
10591,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5930653266,-73.8146231156,7.022806039448246
10592,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5930653266,-73.8114572864,7.022806039448246
10593,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5930653266,-73.8082914573,7.022806039448246
10594,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5930653266,-73.8051256281,7.022806039448246
10595,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5953266332,-73.8082914573,7.022806039448246
10596,4686,2158,2528,44474.0,30.1,42.8,4.6,4.3,0.0,1.8,1914,13.0,72.8,23.5,3.8,0.0,Queens,Queens,29.7,36.3,10.6,19.9,17.5,7.9,7.4,40.6,26.6,36081094202,40.5953266332,-73.8051256281,7.022806039448246
10597,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.5772361809,-73.8177889447,7.0125776751095055
10598,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.5772361809,-73.8146231156,7.0125776751095055
10599,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.5794974874,-73.8177889447,7.0125776751095055
10600,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.5794974874,-73.8146231156,7.0125776751095055
10601,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.5794974874,-73.8114572864,7.0125776751095055
10602,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.5794974874,-73.8082914573,7.0125776751095055
10603,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.5794974874,-73.8051256281,7.0125776751095055
10604,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.581758794,-73.8177889447,7.0125776751095055
10605,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.581758794,-73.8146231156,7.0125776751095055
10606,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.581758794,-73.8114572864,7.0125776751095055
10607,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.581758794,-73.8082914573,7.0125776751095055
10608,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.581758794,-73.8051256281,7.0125776751095055
10609,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.581758794,-73.801959799,7.0125776751095055
10610,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.584020100500005,-73.8146231156,7.0125776751095055
10611,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.584020100500005,-73.8114572864,7.0125776751095055
10612,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.584020100500005,-73.8082914573,7.0125776751095055
10613,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.584020100500005,-73.8051256281,7.0125776751095055
10614,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.584020100500005,-73.801959799,7.0125776751095055
10615,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.586281407,-73.8146231156,7.0125776751095055
10616,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.586281407,-73.8114572864,7.0125776751095055
10617,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.586281407,-73.8082914573,7.0125776751095055
10618,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.586281407,-73.8051256281,7.0125776751095055
10619,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.586281407,-73.801959799,7.0125776751095055
10620,5586,2726,2860,44689.0,5.7,41.4,9.4,4.3,0.6,1.8,2729,5.1,80.8,16.1,2.7,0.3,Queens,Queens,19.1,18.9,5.9,54.4,20.9,12.2,8.7,37.5,20.7,36081094203,40.5885427136,-73.801959799,7.0125776751095055
10660,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.581758794,-73.7987939698,7.038277292977952
10661,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.581758794,-73.7956281407,7.038277292977952
10662,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.584020100500005,-73.7987939698,7.038277292977952
10663,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.584020100500005,-73.7956281407,7.038277292977952
10664,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.586281407,-73.7987939698,7.038277292977952
10665,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.586281407,-73.7956281407,7.038277292977952
10666,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.5885427136,-73.7987939698,7.038277292977952
10667,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.5908040201,-73.801959799,7.038277292977952
10668,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.5908040201,-73.7987939698,7.038277292977952
10669,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.5930653266,-73.801959799,7.038277292977952
10670,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.5930653266,-73.7987939698,7.038277292977952
10671,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.5953266332,-73.801959799,7.038277292977952
10672,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.5953266332,-73.7987939698,7.038277292977952
10673,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.5975879397,-73.8051256281,7.038277292977952
10674,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.5975879397,-73.801959799,7.038277292977952
10675,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.5975879397,-73.7987939698,7.038277292977952
10676,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.5998492462,-73.801959799,7.038277292977952
10677,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.5998492462,-73.7987939698,7.038277292977952
10678,5221,2652,2569,61458.0,18.7,43.4,8.1,2.1,1.1,1.2,2016,13.5,75.7,19.7,4.6,0.0,Queens,Queens,16.4,60.9,6.2,12.5,17.5,12.1,11.0,33.8,25.5,36081095400,40.6021105528,-73.7956281407,7.038277292977952
10679,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.581758794,-73.7924623116,7.060670923855876
10680,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.584020100500005,-73.7924623116,7.060670923855876
10681,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.584020100500005,-73.7892964824,7.060670923855876
10682,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.586281407,-73.7924623116,7.060670923855876
10683,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.586281407,-73.7892964824,7.060670923855876
10684,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5885427136,-73.7956281407,7.060670923855876
10685,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5885427136,-73.7924623116,7.060670923855876
10686,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5885427136,-73.7892964824,7.060670923855876
10687,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5908040201,-73.7956281407,7.060670923855876
10688,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5908040201,-73.7924623116,7.060670923855876
10689,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5908040201,-73.7892964824,7.060670923855876
10690,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5930653266,-73.7956281407,7.060670923855876
10691,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5930653266,-73.7924623116,7.060670923855876
10692,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5930653266,-73.7892964824,7.060670923855876
10693,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5953266332,-73.7956281407,7.060670923855876
10694,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5953266332,-73.7924623116,7.060670923855876
10695,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5975879397,-73.7956281407,7.060670923855876
10696,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5975879397,-73.7924623116,7.060670923855876
10697,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5998492462,-73.7956281407,7.060670923855876
10698,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.5998492462,-73.7924623116,7.060670923855876
10699,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.6021105528,-73.7924623116,7.060670923855876
10700,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.6021105528,-73.7892964824,7.060670923855876
10701,4153,2119,2034,58320.0,15.6,48.3,8.0,0.0,0.9,1.0,1682,10.8,69.6,22.4,8.0,0.0,Queens,Queens,24.5,55.1,5.1,9.3,28.2,10.8,4.8,29.2,26.9,36081096400,40.604371859299995,-73.7892964824,7.060670923855876
