,start_station_id,start_station_latitude,start_station_longitude,tripduration,tmp,CensusTract,County_x,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Latitude,Longitude,BlockCode,County_y,State,BlockCode_11,borough_distance,distance_rank
20676272,3400,40.796153499999996,-73.94782145,516,tmp,36061017402,New York,Manhattan,2309,1036,1273,31.1,17.3,40.9,0.0,5.7,1624,37426.0,15350.0,23962.0,4066.0,29.1,26.0,42.8,17.9,31.3,5.5,2.5,8.1,0.2,66.4,14.8,3.2,7.3,31.6,987,83.0,14.4,2.6,0.0,13.6,40.7965829146,-73.9475879397,360610174021002,New York,NY,36061017402,0.05165264679415539,1.0
20689831,3402,40.6902375,-73.99203074,699,tmp,36047000900,Kings,Brooklyn,4162,1967,2195,7.7,68.9,5.0,0.0,12.8,3209,121083.0,44908.0,86132.0,12844.0,7.7,1.0,78.6,3.2,16.7,0.0,1.6,2.1,0.3,78.0,8.9,3.8,7.0,30.4,2632,86.8,7.8,5.4,0.0,5.1,40.6903015075,-73.9919095477,360470009002000,Kings,NY,36047000900,0.012456434697263475,1.0
20708451,3403,40.6705135,-73.98876585,254,tmp,36047013900,Kings,Brooklyn,3652,1773,1879,17.6,61.1,8.5,0.0,8.9,2807,100787.0,12194.0,57258.0,7377.0,10.7,10.7,72.8,6.1,13.7,2.9,4.6,12.4,1.1,67.9,6.9,6.6,5.1,34.8,2240,79.9,13.9,6.2,0.0,7.8,40.6699497487,-73.98874371859999,360470139004000,Kings,NY,36047013900,0.06273375417116338,1.0
20726495,3404,40.670492200000005,-73.98541675,189,tmp,36047013700,Kings,Brooklyn,3278,1516,1762,17.4,65.1,7.5,0.0,3.6,2534,99648.0,12730.0,51266.0,5253.0,15.1,17.8,66.1,8.9,18.2,4.0,2.8,11.1,1.9,72.1,5.5,2.0,7.4,40.2,2010,77.1,14.2,8.7,0.0,6.6,40.6699497487,-73.98557788939999,360470137003003,Kings,NY,36047013700,0.06184930042109798,1.0
20744548,3405,40.670483600000004,-73.98208968,125,tmp,36047013700,Kings,Brooklyn,3278,1516,1762,17.4,65.1,7.5,0.0,3.6,2534,99648.0,12730.0,51266.0,5253.0,15.1,17.8,66.1,8.9,18.2,4.0,2.8,11.1,1.9,72.1,5.5,2.0,7.4,40.2,2010,77.1,14.2,8.7,0.0,6.6,40.6699497487,-73.98241206029999,360470137001001,Kings,NY,36047013700,0.06531243860639126,1.0
20762561,3407,40.67909799721684,-73.98765474557877,276,tmp,36047011900,Kings,Brooklyn,1614,780,834,24.2,59.0,4.1,0.0,6.0,1176,82969.0,12235.0,53640.0,9644.0,7.9,12.6,58.6,10.5,21.0,6.6,3.4,3.8,3.0,69.9,6.3,6.1,10.9,34.0,1064,78.5,6.6,14.9,0.0,7.2,40.6789949749,-73.98874371859999,360470119002007,Kings,NY,36047011900,0.09257086790281523,1.0
20780319,3408,40.6881529,-73.99520919,462,tmp,36047004500,Kings,Brooklyn,3318,1539,1779,3.6,86.3,1.4,0.0,5.1,2615,138281.0,20771.0,92429.0,10077.0,3.7,0.0,76.3,5.7,16.2,0.6,1.3,4.4,0.2,66.9,13.1,5.6,9.8,32.4,2177,80.3,10.4,9.3,0.0,3.7,40.688040201,-73.99507537689999,360470045003000,Kings,NY,36047004500,0.016867556401103646,1.0
20798572,3409,40.686744299999994,-73.99063168,904,tmp,36047006900,Kings,Brooklyn,3582,1598,1984,17.8,67.1,4.4,0.0,5.1,2968,131284.0,14928.0,82970.0,15446.0,4.3,0.0,77.1,2.1,17.0,0.6,3.2,9.9,1.9,68.7,7.7,4.1,7.7,34.6,2556,83.6,9.0,7.4,0.0,2.3,40.6857788945,-73.9919095477,360470069004001,Kings,NY,36047006900,0.15214352277283935,1.0
20820025,341,40.71782143,-73.97628939,481,tmp,36061001002,New York,Manhattan,6051,2377,3674,66.4,4.3,16.6,0.4,11.8,4134,17560.0,3908.0,12459.0,1737.0,38.9,68.1,26.7,31.2,27.6,7.2,7.3,7.0,3.5,70.5,18.9,0.0,0.0,40.9,1882,88.8,8.6,2.6,0.0,18.3,40.7174371859,-73.976080402,360610010023004,New York,NY,36061001002,0.046228513584464594,1.0
20834677,3410,40.686444200000004,-73.98759104,234,tmp,36047006900,Kings,Brooklyn,3582,1598,1984,17.8,67.1,4.4,0.0,5.1,2968,131284.0,14928.0,82970.0,15446.0,4.3,0.0,77.1,2.1,17.0,0.6,3.2,9.9,1.9,68.7,7.7,4.1,7.7,34.6,2556,83.6,9.0,7.4,0.0,2.3,40.6857788945,-73.98874371859999,360470069001000,Kings,NY,36047006900,0.12218207238858575,1.0
20852502,3411,40.6849668,-73.98620772,297,tmp,36047004100,Kings,Brooklyn,3540,1594,1946,8.1,67.8,12.6,0.0,8.5,2561,112128.0,16715.0,60451.0,6476.0,6.5,3.0,69.0,11.1,15.2,0.0,4.7,5.0,0.8,72.5,6.7,3.8,11.2,33.3,2114,77.0,9.9,13.1,0.0,4.5,40.6857788945,-73.98557788939999,360470041003001,Kings,NY,36047004100,0.10479244880158561,1.0
20870552,3412,40.6853761,-73.98302136,294,tmp,36047003900,Kings,Brooklyn,2455,1192,1263,17.6,52.5,10.0,0.0,14.8,1795,102981.0,18057.0,57069.0,7621.0,8.7,6.2,67.4,9.0,18.2,2.9,2.6,2.3,0.7,73.4,11.4,3.1,9.0,36.0,1520,81.6,7.1,11.3,0.0,7.4,40.6857788945,-73.98241206029999,360470039002000,Kings,NY,36047003900,0.06817908600073116,1.0
20888939,3413,40.6827549,-73.98258555,304,tmp,36047012700,Kings,Brooklyn,3929,1839,2090,27.0,27.4,34.2,0.6,9.9,3035,51397.0,8855.0,35745.0,5561.0,22.6,28.7,54.0,17.5,16.8,6.3,5.4,6.8,1.8,78.0,6.8,3.5,3.0,38.2,2076,73.0,19.3,7.8,0.0,7.7,40.6835175879,-73.98241206029999,360470127001001,Kings,NY,36047012700,0.08608652597003659,1.0
20906996,3414,40.680944723477296,-73.97567331790923,385,tmp,36047012902,Kings,Brooklyn,2064,984,1080,30.6,54.3,8.9,0.0,4.1,1578,86290.0,19002.0,56247.0,8615.0,8.3,8.0,73.5,4.2,17.5,2.9,1.8,6.7,1.7,77.4,3.3,2.1,8.9,35.7,1201,80.3,9.6,10.1,0.0,6.2,40.681256281399996,-73.976080402,360470129021003,Kings,NY,36047012902,0.048785590248202136,1.0
20925047,3415,40.6793307,-73.97519523,265,tmp,36047012902,Kings,Brooklyn,2064,984,1080,30.6,54.3,8.9,0.0,4.1,1578,86290.0,19002.0,56247.0,8615.0,8.3,8.0,73.5,4.2,17.5,2.9,1.8,6.7,1.7,77.4,3.3,2.1,8.9,35.7,1201,80.3,9.6,10.1,0.0,6.2,40.6789949749,-73.976080402,360470129023000,Kings,NY,36047012902,0.08348467625712382,1.0
20943183,3416,40.67761470000001,-73.97324283,577,tmp,36047015900,Kings,Brooklyn,5157,2655,2502,7.0,76.6,7.2,0.5,4.8,3817,130806.0,13927.0,84012.0,12212.0,3.1,2.1,80.8,11.1,7.5,0.0,0.6,3.6,1.9,66.0,10.6,3.7,14.2,34.3,3380,74.8,12.9,12.2,0.0,3.9,40.6767336683,-73.9729145729,360470159005000,Kings,NY,36047015900,0.10183406087606832,1.0
20961157,3417,40.6795766,-73.97854971,385,tmp,36047013100,Kings,Brooklyn,4244,1796,2448,25.4,57.2,9.7,0.0,5.8,3280,111950.0,17811.0,72778.0,14042.0,9.7,20.8,74.2,10.4,13.5,0.5,1.4,11.5,1.9,69.6,7.8,1.5,7.7,37.1,2750,77.7,10.0,12.3,0.0,4.3,40.6789949749,-73.9792462312,360470131001001,Kings,NY,36047013100,0.08739189909037519,1.0
20979285,3418,40.675020700000005,-73.97111473,432,tmp,36047015900,Kings,Brooklyn,5157,2655,2502,7.0,76.6,7.2,0.5,4.8,3817,130806.0,13927.0,84012.0,12212.0,3.1,2.1,80.8,11.1,7.5,0.0,0.6,3.6,1.9,66.0,10.6,3.7,14.2,34.3,3380,74.8,12.9,12.2,0.0,3.9,40.6744723618,-73.9697487437,360470159001003,Kings,NY,36047015900,0.13037909029111036,1.0
20997239,3419,40.67927879999999,-73.98154004,317,tmp,36047011900,Kings,Brooklyn,1614,780,834,24.2,59.0,4.1,0.0,6.0,1176,82969.0,12235.0,53640.0,9644.0,7.9,12.6,58.6,10.5,21.0,6.6,3.4,3.8,3.0,69.9,6.3,6.1,10.9,34.0,1064,78.5,6.6,14.9,0.0,7.2,40.6789949749,-73.98241206029999,360470119002000,Kings,NY,36047011900,0.08004645815161379,1.0
21018596,342,40.71739973,-73.98016555,530,tmp,36061001002,New York,Manhattan,6051,2377,3674,66.4,4.3,16.6,0.4,11.8,4134,17560.0,3908.0,12459.0,1737.0,38.9,68.1,26.7,31.2,27.6,7.2,7.3,7.0,3.5,70.5,18.9,0.0,0.0,40.9,1882,88.8,8.6,2.6,0.0,18.3,40.7174371859,-73.9792462312,360610010021003,New York,NY,36061001002,0.07761516180867953,1.0
21033353,3420,40.6802133,-73.98432695,463,tmp,36047012700,Kings,Brooklyn,3929,1839,2090,27.0,27.4,34.2,0.6,9.9,3035,51397.0,8855.0,35745.0,5561.0,22.6,28.7,54.0,17.5,16.8,6.3,5.4,6.8,1.8,78.0,6.8,3.5,3.0,38.2,2076,73.0,19.3,7.8,0.0,7.7,40.681256281399996,-73.98557788939999,360470127002003,Kings,NY,36047012700,0.1568204666660131,1.0
21051113,3422,40.6859296,-74.00242364,295,tmp,36047004700,Kings,Brooklyn,1889,932,957,21.1,57.0,11.1,0.0,6.2,1332,101150.0,15002.0,56582.0,6291.0,8.7,8.6,66.3,6.0,21.6,3.9,2.3,14.2,5.4,63.6,5.5,6.7,4.5,37.6,1038,78.0,13.3,8.7,0.0,12.2,40.6857788945,-74.0014070352,360470047001006,Kings,NY,36047004700,0.08736877732651643,1.0
21069658,3423,40.6610633719006,-73.97945255041121,925,tmp,36047017700,Kings,Brooklyn,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,40.6609045226,-73.9792462312,360470177001012,Kings,NY,36047017700,0.024804065333915704,1.0
21091461,3424,40.791976,-73.945993,205,tmp,36061017200,New York,Manhattan,5655,3075,2580,62.9,9.5,21.8,0.0,4.5,3438,35017.0,5821.0,21370.0,3365.0,22.5,32.9,27.1,36.9,18.8,10.7,6.4,4.5,1.1,72.5,11.4,3.2,7.3,32.0,2578,76.9,9.9,11.2,2.0,13.1,40.7920603015,-73.9444221106,360610172004001,New York,NY,36061017200,0.132617387625001,1.0
21109503,3425,40.789210499999996,-73.94370784,343,tmp,36061017000,New York,Manhattan,7824,3489,4335,46.9,7.9,25.2,0.0,16.1,5237,30711.0,7237.0,20680.0,2607.0,30.1,31.1,33.4,32.0,22.6,3.7,8.4,4.1,0.6,82.4,10.3,1.7,0.8,36.9,3259,80.9,15.1,3.7,0.3,12.8,40.789798995,-73.9444221106,360610170002001,New York,NY,36061017000,0.08889863484734398,1.0
21127026,3427,40.72430527250332,-73.99600982666016,1590,tmp,36061004300,New York,Manhattan,4288,2221,2067,7.8,55.4,0.1,0.0,27.1,3291,71635.0,12283.0,68346.0,11800.0,18.0,42.7,66.9,6.5,21.6,0.0,5.0,5.9,3.9,66.6,12.0,5.9,5.8,27.8,2718,86.4,6.0,7.6,0.0,8.6,40.7242211055,-73.99507537689999,360610043001002,New York,NY,36061004300,0.07932515868714503,1.0
21141333,3429,40.68506807308177,-73.97790759801863,1068,tmp,36047003900,Kings,Brooklyn,2455,1192,1263,17.6,52.5,10.0,0.0,14.8,1795,102981.0,18057.0,57069.0,7621.0,8.7,6.2,67.4,9.0,18.2,2.9,2.6,2.3,0.7,73.4,11.4,3.1,9.0,36.0,1520,81.6,7.1,11.3,0.0,7.4,40.6857788945,-73.9792462312,360470039001001,Kings,NY,36047003900,0.1378382388510631,1.0
21160021,343,40.69794,-73.96986848,189,tmp,36047021100,Kings,Brooklyn,1362,684,678,38.8,18.2,35.3,0.0,5.1,1004,43000.0,9371.0,33109.0,8009.0,18.7,21.4,44.3,22.7,17.6,3.8,11.5,25.8,2.3,54.7,4.7,8.2,4.4,42.1,731,70.9,20.9,8.2,0.0,9.2,40.6970854271,-73.9697487437,360470211002000,Kings,NY,36047021100,0.09558880998225537,1.0
21178830,3430,40.71907891179564,-73.94223690032959,423,tmp,36047047700,Kings,Brooklyn,3760,1767,1993,10.5,73.7,4.1,0.0,8.6,3169,86932.0,12112.0,51153.0,5040.0,11.4,12.7,66.3,8.5,17.8,3.4,4.0,13.3,1.4,64.3,5.9,4.2,10.9,34.0,2888,83.2,3.8,13.0,0.0,2.3,40.7196984925,-73.9412562814,360470477001009,Kings,NY,36047047700,0.10762673777551922,1.0
21199782,3434,40.790254173304184,-73.97718340158461,473,tmp,36061017500,New York,Manhattan,10840,5209,5631,14.2,77.4,3.8,0.2,2.9,7942,137344.0,30453.0,95772.0,14955.0,3.5,0.0,80.3,4.0,13.7,0.8,1.1,4.5,1.7,71.3,6.9,6.9,8.8,27.2,5915,77.6,6.6,15.8,0.0,4.2,40.789798995,-73.976080402,360610175005000,New York,NY,36061017500,0.10578908712376951,1.0
21217283,3435,40.718821999999996,-73.99596,2025,tmp,36061004100,New York,Manhattan,7897,3838,4059,5.9,34.8,1.0,0.4,55.1,5392,59570.0,19014.0,53593.0,9875.0,18.5,31.4,50.2,15.7,29.1,2.4,2.5,2.2,1.5,54.0,33.6,5.8,2.9,24.9,4313,89.4,6.0,4.6,0.0,5.8,40.7196984925,-73.99507537689999,360610041002000,New York,NY,36061004100,0.12274493282205655,1.0
21235902,3437,40.793134809866636,-73.97700369358063,464,tmp,36061017900,New York,Manhattan,9064,3946,5118,21.0,66.9,2.8,0.0,7.0,6213,75997.0,12074.0,71123.0,15970.0,10.8,6.9,68.9,14.0,12.5,3.7,0.9,7.9,0.0,71.3,5.7,4.4,10.8,32.5,5067,81.0,7.7,11.3,0.0,5.3,40.7920603015,-73.976080402,360610179003001,New York,NY,36061017900,0.14258156428605032,1.0
21250348,344,40.6851443,-73.95380904,346,tmp,36047024300,Kings,Brooklyn,4273,1984,2289,15.5,21.2,56.4,0.0,3.6,3221,54505.0,9250.0,30297.0,3405.0,15.8,13.9,52.2,18.9,19.9,2.8,6.2,7.5,0.8,75.6,7.0,4.4,4.7,40.9,2308,75.7,17.3,6.4,0.6,7.5,40.6857788945,-73.953919598,360470243003001,Kings,NY,36047024300,0.07119914262914308,1.0
21267498,3440,40.692418292578466,-73.98949474096298,807,tmp,36047001100,Kings,Brooklyn,967,518,449,9.4,57.5,9.7,2.7,16.9,836,107946.0,11352.0,71247.0,8548.0,8.8,0.0,79.0,2.0,15.9,3.2,0.0,0.9,3.9,71.1,15.5,1.2,7.4,29.5,813,89.4,7.5,3.1,0.0,4.0,40.6925628141,-73.98874371859999,360470011001003,Kings,NY,36047001100,0.06534678489302259,1.0
21289710,3441,40.752957,-74.00264,98,tmp,36061009900,New York,Manhattan,4938,2783,2155,6.9,61.0,4.7,0.1,24.3,3685,128906.0,14704.0,131432.0,19100.0,7.4,10.3,70.8,5.5,20.1,0.2,3.5,3.4,2.4,42.5,36.4,11.2,4.1,26.0,3738,92.9,1.7,5.4,0.0,5.8,40.753618090500005,-74.0014070352,360610099001015,New York,NY,36061009900,0.12727947603851897,1.0
21307785,3443,40.76132983124814,-73.97982001304626,1486,tmp,36061010400,New York,Manhattan,982,448,534,7.1,72.8,2.2,0.0,17.8,795,111806.0,28324.0,118143.0,26487.0,7.9,0.0,58.9,15.2,20.6,0.0,5.2,10.1,0.0,34.7,31.2,8.1,15.9,28.7,572,82.7,8.6,8.7,0.0,6.2,40.7604020101,-73.9792462312,360610104001004,New York,NY,36061010400,0.11396224926159775,1.0
21323302,3449,40.72146256229816,-73.94800901412964,167,tmp,36047049900,Kings,Brooklyn,1728,939,789,18.7,73.4,0.3,0.0,5.7,1244,70031.0,8605.0,43567.0,6187.0,6.3,0.0,48.6,16.7,16.9,7.6,10.2,10.8,2.5,62.9,13.2,5.1,5.5,36.0,1075,84.6,4.9,10.5,0.0,10.4,40.721959799000004,-73.9475879397,360470499001002,Kings,NY,36047049900,0.06571850927025187,1.0
21341353,3452,40.71915571696044,-73.94885390996933,365,tmp,36047049900,Kings,Brooklyn,1728,939,789,18.7,73.4,0.3,0.0,5.7,1244,70031.0,8605.0,43567.0,6187.0,6.3,0.0,48.6,16.7,16.9,7.6,10.2,10.8,2.5,62.9,13.2,5.1,5.5,36.0,1075,84.6,4.9,10.5,0.0,10.4,40.7196984925,-73.9475879397,360470499002005,Kings,NY,36047049900,0.12261730926011923,1.0
21359416,3453,40.71335226222875,-73.9491033554077,505,tmp,36047050300,Kings,Brooklyn,2431,1224,1207,22.5,71.9,0.0,0.0,3.1,1743,69712.0,12481.0,42986.0,6557.0,10.2,14.7,47.7,18.7,16.5,10.6,6.5,9.5,1.5,79.3,2.7,2.8,4.2,31.3,1580,88.2,6.8,5.0,0.0,5.7,40.7129145729,-73.9475879397,360470503003001,Kings,NY,36047050300,0.1367266070260584,1.0
21377467,3454,40.71036854235229,-73.94705951213838,317,tmp,36047050300,Kings,Brooklyn,2431,1224,1207,22.5,71.9,0.0,0.0,3.1,1743,69712.0,12481.0,42986.0,6557.0,10.2,14.7,47.7,18.7,16.5,10.6,6.5,9.5,1.5,79.3,2.7,2.8,4.2,31.3,1580,88.2,6.8,5.0,0.0,5.7,40.7106532663,-73.9475879397,360470503002001,Kings,NY,36047050300,0.05466272674980376,1.0
21395516,3456,40.716380319735606,-73.94821286201476,109,tmp,36047050100,Kings,Brooklyn,2962,1394,1568,16.6,71.7,5.5,0.0,5.0,2297,73919.0,11658.0,44306.0,6374.0,11.1,17.9,51.6,23.0,17.4,3.7,4.3,10.7,1.8,65.0,12.1,5.6,4.7,30.6,1990,90.8,4.7,4.5,0.0,6.0,40.7174371859,-73.9475879397,360470501001001,Kings,NY,36047050100,0.12882100034727056,1.0
21416088,3459,40.75763227739443,-73.9693057537079,1972,tmp,36061010000,New York,Manhattan,1683,744,939,13.6,74.2,1.3,0.4,7.5,1361,112098.0,27814.0,103118.0,13632.0,8.5,2.0,66.8,6.7,25.0,0.0,1.5,7.7,0.0,42.3,42.4,3.8,3.8,24.9,1224,91.8,4.0,4.2,0.0,3.6,40.7581407035,-73.9697487437,360610100002002,New York,NY,36061010000,0.0677583738252657,1.0
21434023,346,40.73652889,-74.00618026,1099,tmp,36061007500,New York,Manhattan,4358,2214,2144,8.1,83.9,0.6,0.0,5.5,3382,113682.0,27211.0,124217.0,19567.0,4.5,0.0,73.1,13.7,13.2,0.0,0.0,6.1,0.7,46.4,21.3,10.9,14.6,25.7,2845,86.2,4.9,8.9,0.0,8.0,40.735527638200004,-74.0077386935,360610075002003,New York,NY,36061007500,0.17220669599845895,1.0
21451880,3461,40.71485150526252,-74.01122331619263,1206,tmp,36061002100,New York,Manhattan,6735,3484,3251,3.4,75.4,1.5,0.0,15.2,4365,,,193017.0,27307.0,2.9,1.9,79.6,1.0,19.1,0.0,0.3,6.7,1.2,53.7,21.6,8.7,8.2,24.6,4160,88.5,3.3,8.1,0.0,1.6,40.7151758794,-74.0109045226,360610021002004,New York,NY,36061002100,0.04499044174313753,1.0
21470037,3463,40.735367055605394,-73.98797392845155,1067,tmp,36061005000,New York,Manhattan,4998,2210,2788,6.8,78.2,0.0,0.0,14.3,4131,102723.0,20770.0,106434.0,15859.0,8.0,5.3,73.8,6.2,19.2,0.8,0.0,6.3,2.1,58.2,24.7,5.9,2.9,23.6,3350,86.9,4.2,8.9,0.0,10.4,40.735527638200004,-73.98874371859999,360610050003001,New York,NY,36061005000,0.067293430997201,1.0
21488084,3467,40.72494672359416,-74.00165855884552,1454,tmp,36061004700,New York,Manhattan,2360,1395,965,3.0,83.1,0.0,0.0,6.5,1788,101786.0,22651.0,122003.0,25864.0,11.2,20.3,73.5,1.1,23.7,0.7,1.0,2.9,0.7,55.7,23.2,9.2,8.3,23.7,1533,82.2,2.0,15.9,0.0,5.1,40.7242211055,-74.0014070352,360610047001003,New York,NY,36061004700,0.08344884061939202,1.0
21504006,3469,40.73181401720966,-73.95995020866394,333,tmp,36047056500,Kings,Brooklyn,3125,1557,1568,10.9,78.4,0.4,0.0,3.8,2381,78445.0,14560.0,48718.0,6419.0,9.9,0.0,73.9,6.0,13.0,4.4,2.7,12.4,0.9,69.2,7.8,6.0,3.7,35.3,1935,85.2,7.5,7.2,0.0,7.7,40.7310050251,-73.9602512563,360470565001002,Kings,NY,36047056500,0.09349329757365739,1.0
21524147,347,40.728846000000004,-74.00859100000001,1858,tmp,36061003700,New York,Manhattan,2666,1229,1437,7.8,79.3,2.2,0.0,8.8,1835,129904.0,35914.0,117725.0,19062.0,4.9,0.0,72.2,4.8,19.8,3.2,0.0,3.7,2.7,56.2,19.6,10.6,7.2,24.5,1638,90.6,1.6,7.8,0.0,3.4,40.7287437186,-74.0077386935,360610037001000,New York,NY,36061003700,0.072736731856041,1.0
21542362,3472,40.742753828659026,-74.00747358798982,1264,tmp,36061008300,New York,Manhattan,3929,1534,2395,30.5,49.0,5.8,0.0,11.5,2974,69303.0,17227.0,65689.0,16152.0,18.5,12.5,56.8,10.4,31.2,0.9,0.7,2.0,0.8,68.0,17.0,5.8,6.4,28.0,2170,84.7,9.1,6.2,0.0,11.3,40.7423115578,-74.0077386935,360610083003003,New York,NY,36061008300,0.0540292121340588,1.0
21556398,3477,40.65539977447831,-74.0106278657913,57,tmp,36047001800,Kings,Brooklyn,2075,1965,110,52.9,13.4,26.5,1.5,4.2,1408,,,25280.0,18512.0,,,,,,,,,,,,,,,0,,,,,,40.6563819095,-74.0109045226,360470018001017,Kings,NY,36047001800,0.11170929006782969,1.0
21574451,3478,40.65708866668485,-74.00870203971863,149,tmp,36047001800,Kings,Brooklyn,2075,1965,110,52.9,13.4,26.5,1.5,4.2,1408,,,25280.0,18512.0,,,,,,,,,,,,,,,0,,,,,,40.6563819095,-74.0077386935,360470018001025,Kings,NY,36047001800,0.11308325209305499,1.0
21596169,3479,40.68512559515415,-74.02535319328308,469,tmp,36061000500,New York,Manhattan,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,40.6857788945,-74.0267336683,360610005000002,New York,NY,36061000500,0.13725147025547557,1.0
21610687,3486,40.68841742754083,-73.98451656103134,704,tmp,36047004100,Kings,Brooklyn,3540,1594,1946,8.1,67.8,12.6,0.0,8.5,2561,112128.0,16715.0,60451.0,6476.0,6.5,3.0,69.0,11.1,15.2,0.0,4.7,5.0,0.8,72.5,6.7,3.8,11.2,33.3,2114,77.0,9.9,13.1,0.0,4.5,40.688040201,-73.98557788939999,360470041001001,Kings,NY,36047004100,0.09886056450513302,1.0
21632402,349,40.71850211,-73.98329859,914,tmp,36061002201,New York,Manhattan,6861,3245,3616,42.7,15.6,15.4,0.0,23.8,5536,34988.0,11552.0,26403.0,3845.0,27.7,40.4,42.1,21.6,25.7,3.0,7.6,2.3,1.7,75.1,17.1,2.1,1.7,36.4,3016,83.1,9.0,7.9,0.0,13.0,40.7174371859,-73.98241206029999,360610022013000,New York,NY,36061002201,0.1400590576814908,1.0
21651128,3490,40.796879,-73.93726099999999,154,tmp,36061018800,New York,Manhattan,5452,2857,2595,54.5,17.2,22.9,0.0,4.1,2529,29146.0,7673.0,19456.0,2869.0,29.7,38.1,30.1,32.9,20.9,6.1,10.1,7.1,5.2,71.6,13.6,1.4,1.2,34.0,2292,89.7,9.4,0.9,0.0,12.5,40.7965829146,-73.93809045229999,360610188003001,New York,NY,36061018800,0.07721889289794577,1.0
21669148,3491,40.797470000000004,-73.93504,227,tmp,36061017800,New York,Manhattan,3825,1664,2161,52.7,20.8,16.5,0.0,6.5,2567,32896.0,9025.0,21067.0,2566.0,24.6,32.9,24.1,31.5,33.0,1.9,9.6,4.8,0.5,69.8,18.8,2.0,4.0,36.5,1869,90.0,7.4,2.6,0.0,7.6,40.7965829146,-73.9349246231,360610178002000,New York,NY,36061017800,0.09914749449116447,1.0
21687261,3492,40.8005385,-73.9419949,131,tmp,36061019600,New York,Manhattan,4327,2108,2219,48.9,9.7,29.2,0.0,5.1,2939,19045.0,5094.0,19636.0,3260.0,37.3,45.8,34.7,22.7,34.6,3.3,4.8,3.4,0.8,80.2,7.3,3.1,5.2,35.6,1640,84.3,12.4,3.3,0.0,9.2,40.8011055276,-73.9412562814,360610196002004,New York,NY,36061019600,0.08857552365358334,1.0
21705285,3493,40.799139000000004,-73.9389152,232,tmp,36061018800,New York,Manhattan,5452,2857,2595,54.5,17.2,22.9,0.0,4.1,2529,29146.0,7673.0,19456.0,2869.0,29.7,38.1,30.1,32.9,20.9,6.1,10.1,7.1,5.2,71.6,13.6,1.4,1.2,34.0,2292,89.7,9.4,0.9,0.0,12.5,40.798844221100005,-73.93809045229999,360610188004000,New York,NY,36061018800,0.07679647182040582,1.0
21723318,3494,40.797911,-73.9423,240,tmp,36061018200,New York,Manhattan,7206,3568,3638,62.1,7.6,21.2,0.0,6.5,4623,23451.0,5972.0,16787.0,3556.0,43.0,59.1,21.7,43.8,23.0,3.2,8.3,4.3,0.0,82.7,7.7,2.4,2.9,33.3,2868,87.5,9.3,3.1,0.0,9.6,40.798844221100005,-73.9412562814,360610182003002,New York,NY,36061018200,0.136008848243022,1.0
21741353,3495,40.79456629999999,-73.9362541,203,tmp,36061017800,New York,Manhattan,3825,1664,2161,52.7,20.8,16.5,0.0,6.5,2567,32896.0,9025.0,21067.0,2566.0,24.6,32.9,24.1,31.5,33.0,1.9,9.6,4.8,0.5,69.8,18.8,2.0,4.0,36.5,1869,90.0,7.4,2.6,0.0,7.6,40.794321608000004,-73.9349246231,360610178003003,New York,NY,36061017800,0.11521282914307135,1.0
21759344,3496,40.7923272,-73.9383,382,tmp,36061016200,New York,Manhattan,9195,4069,5126,50.7,6.9,36.5,0.0,4.8,6542,21577.0,5389.0,15640.0,2245.0,40.1,54.9,38.1,20.4,24.5,5.2,11.9,11.1,0.4,58.3,21.9,3.4,4.9,33.8,2825,82.2,14.4,3.4,0.0,22.8,40.7920603015,-73.93809045229999,360610162001000,New York,NY,36061016200,0.03453558560105484,1.0
21777458,3497,40.794987899999995,-73.9333349,446,tmp,36061017800,New York,Manhattan,3825,1664,2161,52.7,20.8,16.5,0.0,6.5,2567,32896.0,9025.0,21067.0,2566.0,24.6,32.9,24.1,31.5,33.0,1.9,9.6,4.8,0.5,69.8,18.8,2.0,4.0,36.5,1869,90.0,7.4,2.6,0.0,7.6,40.794321608000004,-73.93175879399999,360610178003002,New York,NY,36061017800,0.1520098217870021,1.0
21795513,3498,40.7974772,-73.9311847,175,tmp,36061017800,New York,Manhattan,3825,1664,2161,52.7,20.8,16.5,0.0,6.5,2567,32896.0,9025.0,21067.0,2566.0,24.6,32.9,24.1,31.5,33.0,1.9,9.6,4.8,0.5,69.8,18.8,2.0,4.0,36.5,1869,90.0,7.4,2.6,0.0,7.6,40.7965829146,-73.93175879399999,360610178003001,New York,NY,36061017800,0.1105956025986541,1.0
21813619,3499,40.8006721,-73.9349,182,tmp,36061019400,New York,Manhattan,6861,3165,3696,56.3,4.9,33.6,0.0,2.4,4183,27273.0,11367.0,12876.0,2038.0,54.5,74.4,9.8,34.3,40.0,6.7,9.1,7.8,3.1,70.6,14.5,0.0,4.0,32.2,2178,78.1,18.1,0.0,3.8,9.7,40.8011055276,-73.9349246231,360610194004001,New York,NY,36061019400,0.04825463851621127,1.0
