,start_station_id,start_station_latitude,start_station_longitude,tripduration,tmp,CensusTract,County_x,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Latitude,Longitude,BlockCode,County_y,State,BlockCode_11,borough_distance,distance_rank
1161649,284,40.7390169121,-74.0026376103,6235,tmp,36061008100,New York,Manhattan,8957,4646,4311,9.2,77.0,1.5,0.0,8.9,7136,111476.0,13572.0,108123.0,17441.0,10.2,1.9,73.3,4.0,22.0,0.7,0.0,5.7,0.7,55.9,25.1,6.5,6.2,23.8,6056,86.7,7.5,5.8,0.0,4.8,40.7400502513,-74.0014070352,360610081006000,New York,NY,36061008100,0.1548108322882528,1.0
1179592,285,40.73454567,-73.99074142,8197,tmp,36061005200,New York,Manhattan,3726,1827,1899,5.6,70.5,2.7,0.3,16.6,2940,168375.0,33442.0,104742.0,18715.0,11.9,16.9,69.0,2.7,27.9,0.0,0.5,4.0,0.5,48.4,24.2,9.4,13.5,21.0,1996,79.6,3.8,16.2,0.4,5.6,40.735527638200004,-73.9919095477,360610052002006,New York,NY,36061005200,0.14704734382335571,1.0
1194549,289,40.684568299999995,-73.95881081,888,tmp,36047023100,Kings,Brooklyn,3506,1711,1795,8.9,41.5,37.9,0.0,4.4,2894,77039.0,8111.0,36598.0,4034.0,19.0,19.7,55.3,13.9,21.7,4.8,4.4,13.4,0.0,64.4,10.6,5.5,6.1,39.8,2000,82.6,11.9,5.5,0.0,11.8,40.6835175879,-73.9602512563,360470231003000,Kings,NY,36047023100,0.16858364251514155,1.0
1215442,291,40.713126,-73.984844,1726,tmp,36061000201,New York,Manhattan,2791,1301,1490,35.3,12.4,6.2,0.0,46.1,2031,20521.0,4537.0,13062.0,2962.0,48.6,71.4,22.5,37.6,26.2,0.0,13.7,11.8,6.5,45.4,28.2,6.3,1.7,33.0,1105,90.1,7.1,2.8,0.0,2.6,40.7129145729,-73.98557788939999,360610002012000,New York,NY,36061000201,0.06619311728998797,1.0
1233762,293,40.73020660529954,-73.99102628231049,6698,tmp,36061005700,New York,Manhattan,2899,1315,1584,5.7,76.2,3.2,0.0,11.7,2217,150833.0,24172.0,130372.0,23471.0,4.5,0.0,74.2,0.7,25.1,0.0,0.0,10.1,2.5,54.3,15.6,8.9,8.5,25.4,1716,85.3,8.4,6.3,0.0,4.8,40.7310050251,-73.9919095477,360610057001002,New York,NY,36061005700,0.11588587585714731,1.0
1251680,295,40.71406667,-73.99293911,2500,tmp,36061001600,New York,Manhattan,7550,3452,4098,5.0,13.6,0.3,0.0,78.3,4349,31452.0,15588.0,28519.0,5989.0,34.6,59.9,47.3,18.0,22.5,5.0,7.1,4.8,3.9,52.9,29.3,4.6,4.5,29.4,3813,82.5,8.1,9.4,0.0,4.7,40.7151758794,-73.9919095477,360610016005002,New York,NY,36061001600,0.15085205151851286,1.0
1269772,296,40.71413089,-73.99704679999999,3076,tmp,36061002900,New York,Manhattan,6050,3671,2379,11.5,7.5,10.8,0.2,66.3,4017,30629.0,7401.0,26578.0,7580.0,20.6,10.6,32.3,30.4,23.4,9.9,4.1,2.8,4.0,45.5,43.6,2.1,2.1,29.4,2040,90.1,3.8,6.1,0.0,3.3,40.7151758794,-73.998241206,360610029003002,New York,NY,36061002900,0.15378741941241106,1.0
1287897,297,40.734232,-73.986923,4746,tmp,36061004800,New York,Manhattan,7325,2970,4355,6.5,65.9,5.7,0.3,16.9,5739,106789.0,14554.0,83549.0,19047.0,9.3,0.0,69.7,11.0,17.1,1.6,0.5,4.2,0.0,52.3,25.1,8.3,10.1,23.9,4325,88.1,5.5,6.4,0.0,7.3,40.7332663317,-73.98557788939999,360610048004000,New York,NY,36061004800,0.15617403358623058,1.0
1302185,298,40.68683208,-73.9796772,1446,tmp,36047003900,Kings,Brooklyn,2455,1192,1263,17.6,52.5,10.0,0.0,14.8,1795,102981.0,18057.0,57069.0,7621.0,8.7,6.2,67.4,9.0,18.2,2.9,2.6,2.3,0.7,73.4,11.4,3.1,9.0,36.0,1520,81.6,7.1,11.3,0.0,7.4,40.6857788945,-73.9792462312,360470039001001,Kings,NY,36047003900,0.12265567193964298,1.0
1323905,301,40.72217444,-73.98368779,4431,tmp,36061002202,New York,Manhattan,2019,872,1147,14.6,54.5,4.3,0.0,23.9,1585,68750.0,27796.0,58922.0,14934.0,17.4,8.8,65.6,11.8,16.8,3.9,1.9,1.9,0.5,58.4,28.4,7.9,2.9,29.1,1492,80.9,3.0,14.8,1.3,5.5,40.721959799000004,-73.98241206029999,360610022021001,New York,NY,36061002202,0.11016120062425948,1.0
1341956,302,40.72082834,-73.97793172,2086,tmp,36061002201,New York,Manhattan,6861,3245,3616,42.7,15.6,15.4,0.0,23.8,5536,34988.0,11552.0,26403.0,3845.0,27.7,40.4,42.1,21.6,25.7,3.0,7.6,2.3,1.7,75.1,17.1,2.1,1.7,36.4,3016,83.1,9.0,7.9,0.0,13.0,40.7196984925,-73.9792462312,360610022014000,New York,NY,36061002201,0.16755196958440302,1.0
1360107,303,40.72362738,-73.99949601,4177,tmp,36061004900,New York,Manhattan,4388,2315,2073,5.0,83.0,2.6,0.0,8.1,3276,97929.0,10854.0,89563.0,14834.0,4.7,0.0,75.6,4.9,15.3,2.8,1.5,7.6,0.3,46.8,22.9,13.2,9.2,22.9,2980,81.9,5.2,12.9,0.0,5.0,40.7242211055,-73.998241206,360610049001004,New York,NY,36061004900,0.12469904002885784,1.0
1378008,304,40.70463334,-74.01361706,4085,tmp,36061000900,New York,Manhattan,1626,946,680,8.2,74.4,1.8,0.0,12.7,1167,147500.0,30405.0,111599.0,16700.0,6.0,12.9,67.6,2.6,25.5,0.2,4.1,10.0,0.4,51.9,24.1,3.3,10.4,26.1,1120,89.3,4.6,6.1,0.0,2.8,40.7038693467,-74.0140703518,360610009001007,New York,NY,36061000900,0.09317914977895506,1.0
1396440,305,40.76095756,-73.96724467,4112,tmp,36061010800,New York,Manhattan,9116,3862,5254,5.6,79.6,1.9,0.0,12.4,7521,127109.0,23481.0,128063.0,22207.0,3.8,0.0,78.4,4.5,16.3,0.0,0.8,10.1,3.2,44.1,30.2,2.8,9.6,26.9,5760,85.4,6.0,8.6,0.0,4.0,40.7604020101,-73.9665829146,360610108006001,New York,NY,36061010800,0.08322782416263352,1.0
1414132,307,40.71427487,-73.98990025,5307,tmp,36061001401,New York,Manhattan,3155,1488,1667,11.8,65.9,3.5,0.0,15.5,2412,76250.0,14590.0,64817.0,8087.0,5.7,10.8,72.5,6.7,18.6,0.0,2.1,4.1,1.5,60.1,15.7,10.4,8.2,29.0,1734,77.6,11.3,10.1,1.0,1.8,40.7151758794,-73.98874371859999,360610014011000,New York,NY,36061001401,0.1398255487875114,1.0
1432234,308,40.71307916,-73.99851193,1989,tmp,36061002700,New York,Manhattan,1343,547,796,1.5,20.6,0.7,1.1,71.3,919,57171.0,16252.0,44799.0,8356.0,11.8,8.0,47.3,32.4,17.4,0.0,2.9,1.1,1.3,49.2,36.9,7.6,4.0,26.5,717,79.6,15.1,3.1,2.2,4.5,40.7129145729,-73.998241206,360610027001006,New York,NY,36061002700,0.02925958856806432,1.0
1451386,309,40.7149787,-74.013012,3002,tmp,36061031703,New York,Manhattan,8875,4467,4408,7.5,69.8,1.4,0.0,15.9,5301,182401.0,38378.0,115333.0,15910.0,4.3,1.9,75.1,3.8,19.9,0.0,1.2,5.3,1.5,45.1,35.9,8.0,4.1,23.6,5044,84.7,6.2,9.1,0.0,2.7,40.7151758794,-74.0140703518,360610317032010,New York,NY,36061031703,0.09188354700888915,1.0
1464642,310,40.68926942,-73.98912867,1563,tmp,36047003700,Kings,Brooklyn,1087,561,526,10.8,72.8,2.7,0.0,10.2,875,102386.0,41134.0,65113.0,6224.0,10.5,0.0,77.7,4.8,13.7,3.3,0.5,6.1,0.7,75.4,6.5,2.3,9.1,30.3,732,84.8,7.5,7.7,0.0,5.4,40.6903015075,-73.98874371859999,360470037001013,Kings,NY,36047003700,0.11930166576923695,1.0
1486359,311,40.7172274,-73.98802084,4116,tmp,36061001800,New York,Manhattan,8326,4741,3585,9.8,30.7,3.5,0.1,54.5,6174,59416.0,7717.0,34216.0,4507.0,26.0,40.5,49.1,20.7,17.4,1.5,11.3,3.8,2.3,55.1,22.5,4.9,11.3,29.8,4951,91.2,2.9,5.4,0.6,4.2,40.7174371859,-73.98874371859999,360610018001000,New York,NY,36061001800,0.06525700466766292,1.0
1504450,312,40.722055,-73.989111,5361,tmp,36061003001,New York,Manhattan,4216,2239,1977,17.9,50.0,1.8,0.0,22.9,3258,62199.0,18372.0,60670.0,8201.0,16.0,37.8,65.1,15.3,17.5,0.0,2.2,1.2,0.0,64.4,22.4,9.3,2.8,28.8,3023,85.5,3.1,11.4,0.0,9.3,40.721959799000004,-73.98874371859999,360610030011002,New York,NY,36061003001,0.03272230492309221,1.0
1520355,313,40.69610226,-73.96751037,1254,tmp,36047054300,Kings,Brooklyn,382,214,168,23.6,50.8,17.0,0.0,2.6,255,92500.0,48818.0,54282.0,19808.0,10.2,40.3,56.5,15.5,21.9,0.0,6.1,16.8,0.0,46.0,4.0,8.0,25.2,39.0,278,85.3,9.7,5.0,0.0,10.3,40.6970854271,-73.9665829146,360470543002003,Kings,NY,36047054300,0.13444866870094052,1.0
1536661,314,40.69383,-73.990539,1699,tmp,36047000900,Kings,Brooklyn,4162,1967,2195,7.7,68.9,5.0,0.0,12.8,3209,121083.0,44908.0,86132.0,12844.0,7.7,1.0,78.6,3.2,16.7,0.0,1.6,2.1,0.3,78.0,8.9,3.8,7.0,30.4,2632,86.8,7.8,5.4,0.0,5.1,40.694824120599996,-73.9919095477,360470009001000,Kings,NY,36047000900,0.15995854864053105,1.0
1558510,315,40.70355377,-74.00670227,4507,tmp,36061000700,New York,Manhattan,8794,4214,4580,6.6,69.3,2.4,0.0,20.5,6198,117841.0,13607.0,89303.0,13293.0,10.6,5.3,71.9,3.0,24.2,0.9,0.0,2.5,0.0,62.3,27.8,0.5,6.9,24.9,6463,91.6,5.9,2.5,0.0,4.4,40.7038693467,-74.0077386935,360610007001032,New York,NY,36061000700,0.09417956496973974,1.0
1576609,316,40.70955958,-74.00653609,2222,tmp,36061001501,New York,Manhattan,6502,3007,3495,10.2,57.6,5.6,0.0,25.1,5474,81867.0,11845.0,80454.0,18586.0,10.3,0.0,67.8,6.9,20.1,2.5,2.6,5.7,0.0,50.6,32.0,6.8,5.0,22.5,3663,86.3,10.8,2.9,0.0,5.0,40.7106532663,-74.0077386935,360610015011005,New York,NY,36061001501,0.15836715225614661,1.0
1594716,317,40.72453734,-73.98185424,3992,tmp,36061003200,New York,Manhattan,7871,3710,4161,5.8,76.7,3.7,0.0,12.7,6103,71033.0,12391.0,58068.0,6356.0,10.9,0.0,63.8,6.6,24.5,1.6,3.4,1.0,0.0,59.7,20.4,12.2,6.7,30.8,4970,83.2,6.0,10.8,0.0,4.4,40.7242211055,-73.98241206029999,360610032006000,New York,NY,36061003200,0.05872261592570678,1.0
1612703,319,40.711065999999995,-74.009447,3818,tmp,36061001300,New York,Manhattan,4374,1896,2478,10.6,66.0,1.9,0.0,19.5,3207,123558.0,15444.0,93787.0,12403.0,7.4,0.0,75.2,2.5,20.2,2.0,0.0,2.5,2.1,59.4,27.6,1.4,6.9,22.8,3419,88.1,5.6,6.3,0.0,3.3,40.7106532663,-74.0109045226,360610013001007,New York,NY,36061001300,0.13118385417222067,1.0
1630824,320,40.717571,-74.005549,2250,tmp,36061003300,New York,Manhattan,5005,2490,2515,7.5,74.2,3.4,0.0,9.5,3461,,,213267.0,52857.0,4.1,0.0,79.5,3.3,16.4,0.0,0.8,5.7,1.0,50.6,21.8,12.1,8.9,24.8,3262,91.8,3.0,5.2,0.0,3.5,40.7174371859,-74.0045728643,360610033001005,New York,NY,36061003300,0.08362830561278121,1.0
1644980,321,40.69991755,-73.98971773,2108,tmp,36047001300,Kings,Brooklyn,2562,1420,1142,17.6,58.7,10.7,0.0,11.7,2111,111500.0,14023.0,45902.0,6941.0,35.0,4.2,78.0,6.5,12.1,1.5,1.9,7.8,0.0,65.5,18.9,1.6,6.1,32.2,1000,70.2,23.2,6.6,0.0,3.3,40.6993467337,-73.98874371859999,360470013001004,Kings,NY,36047001300,0.10381494120418347,1.0
1663027,323,40.69236178,-73.98631746,2242,tmp,36047001100,Kings,Brooklyn,967,518,449,9.4,57.5,9.7,2.7,16.9,836,107946.0,11352.0,71247.0,8548.0,8.8,0.0,79.0,2.0,15.9,3.2,0.0,0.9,3.9,71.1,15.5,1.2,7.4,29.5,813,89.4,7.5,3.1,0.0,4.0,40.6925628141,-73.98557788939999,360470011001012,Kings,NY,36047001100,0.06626007636322571,1.0
1681085,324,40.689888,-73.981013,1779,tmp,36047001500,Kings,Brooklyn,5962,2875,3087,23.9,31.2,24.6,0.0,17.9,4027,90616.0,12611.0,50871.0,4987.0,26.3,44.8,62.6,11.5,21.5,1.4,3.0,9.0,1.2,70.9,9.7,2.9,6.3,33.5,3368,82.3,11.2,6.3,0.2,11.0,40.6903015075,-73.98241206029999,360470015003008,Kings,NY,36047001500,0.1266436458606812,1.0
1703098,325,40.73624527,-73.98473765,3156,tmp,36061005000,New York,Manhattan,4998,2210,2788,6.8,78.2,0.0,0.0,14.3,4131,102723.0,20770.0,106434.0,15859.0,8.0,5.3,73.8,6.2,19.2,0.8,0.0,6.3,2.1,58.2,24.7,5.9,2.9,23.6,3350,86.9,4.2,8.9,0.0,10.4,40.735527638200004,-73.98557788939999,360610050005000,New York,NY,36061005000,0.10670793368148046,1.0
1721118,326,40.72953837,-73.98426726,4546,tmp,36061004000,New York,Manhattan,8947,5235,3712,8.5,73.8,6.7,0.0,9.1,7313,85338.0,10600.0,55645.0,7307.0,13.0,0.0,66.3,13.4,13.8,5.4,1.1,3.4,0.6,63.2,21.6,4.4,6.8,30.3,5870,83.6,8.3,8.1,0.0,4.1,40.7287437186,-73.98557788939999,360610040004000,New York,NY,36061004000,0.1414812777201297,1.0
1740217,327,40.715337899999994,-74.01658354,6172,tmp,36061031703,New York,Manhattan,8875,4467,4408,7.5,69.8,1.4,0.0,15.9,5301,182401.0,38378.0,115333.0,15910.0,4.3,1.9,75.1,3.8,19.9,0.0,1.2,5.3,1.5,45.1,35.9,8.0,4.1,23.6,5044,84.7,6.2,9.1,0.0,2.7,40.7151758794,-74.0172361809,360610317031000,New York,NY,36061031703,0.057898857110417146,1.0
1757221,328,40.72405549,-74.00965965,3252,tmp,36061003900,New York,Manhattan,5216,2362,2854,11.1,71.2,5.1,0.0,7.6,3817,135250.0,60346.0,142738.0,32310.0,6.2,8.3,70.2,4.1,24.5,0.0,1.2,7.4,0.8,50.6,20.6,11.0,9.6,28.3,2951,76.3,9.5,14.1,0.0,2.8,40.7242211055,-74.0109045226,360610039001009,New York,NY,36061003900,0.10654313477207268,1.0
1775233,330,40.71450451,-74.00562789,1925,tmp,36061003100,New York,Manhattan,2673,1251,1422,7.3,57.1,7.4,0.4,23.7,2264,183500.0,49614.0,70170.0,12686.0,13.1,3.9,60.0,7.1,31.0,1.0,1.0,7.4,0.6,54.9,28.6,2.5,6.1,23.5,1246,87.2,3.9,8.5,0.4,12.4,40.7151758794,-74.0045728643,360610031001014,New York,NY,36061003100,0.11613874143534073,1.0
1793178,331,40.71173107,-73.99193043,2150,tmp,36061000600,New York,Manhattan,12554,5966,6588,33.2,3.4,12.0,0.4,50.6,8072,19863.0,5878.0,12802.0,2656.0,44.7,55.3,18.3,32.5,35.5,4.6,9.1,14.3,3.2,37.0,37.6,5.1,2.9,30.3,4028,85.0,10.2,4.8,0.0,8.7,40.7106532663,-73.9919095477,360610006002004,New York,NY,36061000600,0.11989685380200332,1.0
1811168,332,40.71219906,-73.97948148,2132,tmp,36061000202,New York,Manhattan,7768,3314,4454,36.8,17.6,12.8,0.0,27.5,5926,29684.0,3510.0,27355.0,4365.0,24.6,19.6,40.7,27.6,26.3,2.8,2.6,9.3,3.3,41.5,29.7,9.1,7.0,30.9,2667,74.1,19.8,6.1,0.0,15.1,40.7129145729,-73.9792462312,360610002025003,New York,NY,36061000202,0.08202063380765029,1.0
1829604,334,40.74238787,-73.99726235,4219,tmp,36061008700,New York,Manhattan,7159,3829,3330,12.3,74.1,0.8,0.0,9.6,5366,122569.0,31244.0,126749.0,27559.0,4.6,3.4,64.4,5.1,28.6,1.3,0.6,3.8,1.7,52.9,30.8,7.1,3.7,23.5,5253,86.6,7.2,6.2,0.0,4.8,40.7423115578,-73.998241206,360610087002000,New York,NY,36061008700,0.08292719894831899,1.0
1847523,335,40.72903917,-73.99404649,2732,tmp,36061005501,New York,Manhattan,4747,2536,2211,0.9,72.8,2.5,0.4,17.0,3363,134417.0,45311.0,70297.0,9743.0,4.8,0.0,93.3,1.0,5.1,0.0,0.6,8.4,2.8,30.3,54.7,1.1,2.6,23.0,2714,89.1,5.5,5.4,0.0,3.6,40.7287437186,-73.99507537689999,360610055011002,New York,NY,36061005501,0.09274310465903975,1.0
1865619,336,40.73047747,-73.99906065,3617,tmp,36061006500,New York,Manhattan,6264,3023,3241,5.5,77.4,3.7,0.0,9.5,5185,97718.0,17225.0,68694.0,8559.0,12.3,0.0,68.7,5.5,22.3,0.5,3.1,0.9,0.7,59.6,27.4,5.3,6.1,22.7,3767,86.2,3.8,10.0,0.0,3.4,40.7310050251,-73.998241206,360610065001004,New York,NY,36061006500,0.09063067912526142,1.0
1883446,337,40.703799200000006,-74.00838676,2546,tmp,36061000700,New York,Manhattan,8794,4214,4580,6.6,69.3,2.4,0.0,20.5,6198,117841.0,13607.0,89303.0,13293.0,10.6,5.3,71.9,3.0,24.2,0.9,0.0,2.5,0.0,62.3,27.8,0.5,6.9,24.9,6463,91.6,5.9,2.5,0.0,4.4,40.7038693467,-74.0077386935,360610007001032,New York,NY,36061000700,0.05520066127918731,1.0
1901579,339,40.72580614,-73.97422494,1603,tmp,36061002400,New York,Manhattan,5557,2592,2965,50.2,8.0,14.8,0.0,13.4,4185,22676.0,5682.0,21641.0,6123.0,38.2,72.5,27.6,41.4,21.5,1.8,7.7,6.9,0.0,55.7,30.2,2.5,4.7,34.8,1988,75.0,17.7,7.3,0.0,10.5,40.7264824121,-73.9729145729,360610024002000,New York,NY,36061002400,0.13363702742908096,1.0
1919545,340,40.71269042,-73.98776323,1860,tmp,36061000600,New York,Manhattan,12554,5966,6588,33.2,3.4,12.0,0.4,50.6,8072,19863.0,5878.0,12802.0,2656.0,44.7,55.3,18.3,32.5,35.5,4.6,9.1,14.3,3.2,37.0,37.6,5.1,2.9,30.3,4028,85.0,10.2,4.8,0.0,8.7,40.7129145729,-73.98874371859999,360610006004001,New York,NY,36061000600,0.08634398467915623,1.0
1937633,341,40.71782143,-73.97628939,1361,tmp,36061001002,New York,Manhattan,6051,2377,3674,66.4,4.3,16.6,0.4,11.8,4134,17560.0,3908.0,12459.0,1737.0,38.9,68.1,26.7,31.2,27.6,7.2,7.3,7.0,3.5,70.5,18.9,0.0,0.0,40.9,1882,88.8,8.6,2.6,0.0,18.3,40.7174371859,-73.976080402,360610010023004,New York,NY,36061001002,0.046228513584464594,1.0
1955684,342,40.71739973,-73.98016555,1591,tmp,36061001002,New York,Manhattan,6051,2377,3674,66.4,4.3,16.6,0.4,11.8,4134,17560.0,3908.0,12459.0,1737.0,38.9,68.1,26.7,31.2,27.6,7.2,7.3,7.0,3.5,70.5,18.9,0.0,0.0,40.9,1882,88.8,8.6,2.6,0.0,18.3,40.7174371859,-73.9792462312,360610010021003,New York,NY,36061001002,0.07761516180867953,1.0
1970745,343,40.69794,-73.96986848,698,tmp,36047021100,Kings,Brooklyn,1362,684,678,38.8,18.2,35.3,0.0,5.1,1004,43000.0,9371.0,33109.0,8009.0,18.7,21.4,44.3,22.7,17.6,3.8,11.5,25.8,2.3,54.7,4.7,8.2,4.4,42.1,731,70.9,20.9,8.2,0.0,9.2,40.6970854271,-73.9697487437,360470211002000,Kings,NY,36047021100,0.09558880998225537,1.0
1988864,344,40.6851443,-73.95380904,1060,tmp,36047024300,Kings,Brooklyn,4273,1984,2289,15.5,21.2,56.4,0.0,3.6,3221,54505.0,9250.0,30297.0,3405.0,15.8,13.9,52.2,18.9,19.9,2.8,6.2,7.5,0.8,75.6,7.0,4.4,4.7,40.9,2308,75.7,17.3,6.4,0.6,7.5,40.6857788945,-73.953919598,360470243003001,Kings,NY,36047024300,0.07119914262914308,1.0
2010071,346,40.73652889,-74.00618026,3212,tmp,36061007500,New York,Manhattan,4358,2214,2144,8.1,83.9,0.6,0.0,5.5,3382,113682.0,27211.0,124217.0,19567.0,4.5,0.0,73.1,13.7,13.2,0.0,0.0,6.1,0.7,46.4,21.3,10.9,14.6,25.7,2845,86.2,4.9,8.9,0.0,8.0,40.735527638200004,-74.0077386935,360610075002003,New York,NY,36061007500,0.17220669599845895,1.0
2027987,347,40.728846000000004,-74.00859100000001,5341,tmp,36061003700,New York,Manhattan,2666,1229,1437,7.8,79.3,2.2,0.0,8.8,1835,129904.0,35914.0,117725.0,19062.0,4.9,0.0,72.2,4.8,19.8,3.2,0.0,3.7,2.7,56.2,19.6,10.6,7.2,24.5,1638,90.6,1.6,7.8,0.0,3.4,40.7287437186,-74.0077386935,360610037001000,New York,NY,36061003700,0.072736731856041,1.0
2045982,349,40.71850211,-73.98329859,2811,tmp,36061002201,New York,Manhattan,6861,3245,3616,42.7,15.6,15.4,0.0,23.8,5536,34988.0,11552.0,26403.0,3845.0,27.7,40.4,42.1,21.6,25.7,3.0,7.6,2.3,1.7,75.1,17.1,2.1,1.7,36.4,3016,83.1,9.0,7.9,0.0,13.0,40.7174371859,-73.98241206029999,360610022013000,New York,NY,36061002201,0.1400590576814908,1.0
2064005,350,40.71559509,-73.9870295,4223,tmp,36061001401,New York,Manhattan,3155,1488,1667,11.8,65.9,3.5,0.0,15.5,2412,76250.0,14590.0,64817.0,8087.0,5.7,10.8,72.5,6.7,18.6,0.0,2.1,4.1,1.5,60.1,15.7,10.4,8.2,29.0,1734,77.6,11.3,10.1,1.0,1.8,40.7151758794,-73.98557788939999,360610014012002,New York,NY,36061001401,0.13096400764744648,1.0
2082069,351,40.70530954,-74.00612572,2665,tmp,36061001502,New York,Manhattan,7378,3664,3714,5.8,65.9,3.9,0.5,21.8,5407,133209.0,11906.0,77456.0,7728.0,8.3,0.0,74.4,5.0,19.8,0.0,0.8,2.9,0.0,60.8,28.0,2.5,5.8,23.7,5231,91.0,5.2,3.8,0.0,3.5,40.7061306533,-74.0045728643,360610015022011,New York,NY,36061001502,0.15964334283073844,1.0
2097035,353,40.68539567,-73.97431458,1119,tmp,36047017900,Kings,Brooklyn,4131,1790,2341,22.5,20.9,48.1,0.0,4.9,3211,45947.0,11266.0,30232.0,4643.0,18.5,24.9,61.3,12.8,20.3,2.4,3.2,7.8,2.4,75.2,5.7,0.9,8.0,36.7,1648,73.4,19.4,7.2,0.0,9.6,40.6857788945,-73.9729145729,360470179003003,Kings,NY,36047017900,0.125542199194627,1.0
2115119,354,40.69363137,-73.96223558,1273,tmp,36047019300,Kings,Brooklyn,5761,2310,3451,10.4,31.7,47.9,0.0,7.7,4481,54369.0,8046.0,27736.0,3136.0,15.9,24.5,53.5,16.1,20.1,1.7,8.6,14.2,2.4,58.7,13.8,6.9,3.9,33.6,2190,71.2,25.3,3.5,0.0,13.0,40.6925628141,-73.9634170854,360470193004000,Kings,NY,36047019300,0.15509794020920795,1.0
2136268,355,40.71602118,-73.99974372,3278,tmp,36061002900,New York,Manhattan,6050,3671,2379,11.5,7.5,10.8,0.2,66.3,4017,30629.0,7401.0,26578.0,7580.0,20.6,10.6,32.3,30.4,23.4,9.9,4.1,2.8,4.0,45.5,43.6,2.1,2.1,29.4,2040,90.1,3.8,6.1,0.0,3.3,40.7151758794,-73.998241206,360610029003002,New York,NY,36061002900,0.1577539897177732,1.0
2154259,356,40.71622644,-73.98261206,1229,tmp,36061001200,New York,Manhattan,3755,1907,1848,29.3,41.7,2.9,0.0,23.7,2808,41705.0,19643.0,38772.0,5397.0,17.6,6.9,54.7,18.7,20.8,1.9,3.9,6.1,1.8,54.6,26.7,8.2,2.6,30.7,1709,75.5,14.6,9.8,0.0,5.5,40.7151758794,-73.98241206029999,360610012002005,New York,NY,36061001200,0.11806392516814328,1.0
2172535,358,40.73291553,-74.00711384,8711,tmp,36061007500,New York,Manhattan,4358,2214,2144,8.1,83.9,0.6,0.0,5.5,3382,113682.0,27211.0,124217.0,19567.0,4.5,0.0,73.1,13.7,13.2,0.0,0.0,6.1,0.7,46.4,21.3,10.9,14.6,25.7,2845,86.2,4.9,8.9,0.0,8.0,40.7332663317,-74.0077386935,360610075001005,New York,NY,36061007500,0.06554563995333339,1.0
2190663,359,40.75510267,-73.97498696,5771,tmp,36061009400,New York,Manhattan,15,11,4,0.0,73.3,0.0,0.0,0.0,15,,,67220.0,68117.0,0.0,,42.9,57.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,7,100.0,0.0,0.0,0.0,0.0,40.755879397,-73.976080402,360610094001003,New York,NY,36061009400,0.12630150325949394,1.0
2208384,360,40.70717936,-74.00887308,2039,tmp,36061000700,New York,Manhattan,8794,4214,4580,6.6,69.3,2.4,0.0,20.5,6198,117841.0,13607.0,89303.0,13293.0,10.6,5.3,71.9,3.0,24.2,0.9,0.0,2.5,0.0,62.3,27.8,0.5,6.9,24.9,6463,91.6,5.9,2.5,0.0,4.4,40.7061306533,-74.0077386935,360610007001011,New York,NY,36061000700,0.15084946372758923,1.0
2226488,361,40.71605866,-73.99190759,4108,tmp,36061001600,New York,Manhattan,7550,3452,4098,5.0,13.6,0.3,0.0,78.3,4349,31452.0,15588.0,28519.0,5989.0,34.6,59.9,47.3,18.0,22.5,5.0,7.1,4.8,3.9,52.9,29.3,4.6,4.5,29.4,3813,82.5,8.1,9.4,0.0,4.7,40.7151758794,-73.9919095477,360610016005002,New York,NY,36061001600,0.09819167762997709,1.0
2244885,362,40.75172632,-73.98753523,2958,tmp,36061010900,New York,Manhattan,186,73,113,1.1,58.1,10.2,0.0,27.4,116,135750.0,118971.0,84762.0,23629.0,16.7,33.3,68.1,8.1,14.1,0.0,9.6,0.0,0.0,48.4,29.5,16.4,5.7,24.1,135,84.4,3.0,12.6,0.0,4.3,40.7513567839,-73.98874371859999,360610109001007,New York,NY,36061010900,0.10981230564596238,1.0
2263736,363,40.70834698,-74.01713445,3573,tmp,36061031704,New York,Manhattan,6887,3379,3508,13.3,58.6,1.3,0.0,22.7,4316,152692.0,29447.0,105958.0,17267.0,3.8,3.1,77.1,6.9,13.5,1.8,0.6,8.1,1.7,60.3,22.7,2.2,5.0,33.5,4589,87.8,8.0,4.1,0.0,3.9,40.708391959800004,-74.0172361809,360610317043002,New York,NY,36061031704,0.009930064415033666,1.0
2277671,364,40.68900443,-73.96023854,1283,tmp,36047023100,Kings,Brooklyn,3506,1711,1795,8.9,41.5,37.9,0.0,4.4,2894,77039.0,8111.0,36598.0,4034.0,19.0,19.7,55.3,13.9,21.7,4.8,4.4,13.4,0.0,64.4,10.6,5.5,6.1,39.8,2000,82.6,11.9,5.5,0.0,11.8,40.688040201,-73.9602512563,360470231001001,Kings,NY,36047023100,0.1072563933213362,1.0
